/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/3174.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/3381.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/54.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/1238.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/4137.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/7336.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/4400.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/1544.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/3152.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/6807.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/3569.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/611.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/2256.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/3878.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/2185.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/3313.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/947.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/6357.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/3652.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/4468.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/2099.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/6752.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/7018.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/2810.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/7131.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/2196.png,0
/home/nima/deep_learning/deep_learning_static_landmark_detection/src/dnn_training/trunk_data_set/img_train/false_seg_cube/1899.png,0
